WaferDiameter:300
(26.9,147.1)
(27.5,147.6)
(28.8,146.5)
(29.4,147.1)
(30.0,147.6)
(23.8,144.2)
(24.4,144.8)
(25.0,145.3)
(26.3,144.2)
(26.9,144.8)
(27.5,145.3)
(28.8,144.2)
(29.4,144.8)
(30.0,145.3)
(31.3,146.5)
(31.9,147.1)
(32.5,147.6)
(33.8,146.5)
(34.4,147.1)
(35.0,147.6)
(31.3,144.2)
(31.9,144.8)
(32.5,145.3)
(33.8,144.2)
(34.4,144.8)
(35.0,145.3)
(36.3,144.2)
(36.9,144.8)
(37.5,145.3)
(38.8,144.2)
(39.4,144.8)
(40.0,145.3)
(41.3,144.2)
(41.9,144.8)
(42.5,145.3)
(-56.2,139.6)
(-55.6,140.2)
(-55.0,140.7)
(-53.7,139.6)
(-53.1,140.2)
(-52.5,140.7)
(-51.2,141.9)
(-50.6,142.5)
(-50.0,143.0)
(-48.7,141.9)
(-48.1,142.5)
(-47.5,143.0)
(-46.2,141.9)
(-45.6,142.5)
(-45.0,143.0)
(-51.2,139.6)
(-50.6,140.2)
(-50.0,140.7)
(-48.7,139.6)
(-48.1,140.2)
(-47.5,140.7)
(-46.2,139.6)
(-45.6,140.2)
(-45.0,140.7)
(-43.7,141.9)
(-43.1,142.5)
(-42.5,143.0)
(-41.2,141.9)
(-40.6,142.5)
(-40.0,143.0)
(-38.7,141.9)
(-38.1,142.5)
(-37.5,143.0)
(-43.7,139.6)
(-43.1,140.2)
(-42.5,140.7)
(-41.2,139.6)
(-40.6,140.2)
(-40.0,140.7)
(-38.7,139.6)
(-38.1,140.2)
(-37.5,140.7)
(-36.2,141.9)
(-35.6,142.5)
(-35.0,143.0)
(-33.7,141.9)
(-33.1,142.5)
(-32.5,143.0)
(-31.2,141.9)
(-30.6,142.5)
(-30.0,143.0)
(-36.2,139.6)
(-35.6,140.2)
(-35.0,140.7)
(-33.7,139.6)
(-33.1,140.2)
(-32.5,140.7)
(-31.2,139.6)
(-30.6,140.2)
(-30.0,140.7)
(-28.7,141.9)
(-28.1,142.5)
(-27.5,143.0)
(-26.2,141.9)
(-25.6,142.5)
(-25.0,143.0)
(-23.7,141.9)
(-23.1,142.5)
(-22.5,143.0)
(-28.7,139.6)
(-28.1,140.2)
(-27.5,140.7)
(-26.2,139.6)
(-25.6,140.2)
(-25.0,140.7)
(-23.7,139.6)
(-23.1,140.2)
(-22.5,140.7)
(-21.2,141.9)
(-20.6,142.5)
(-20.0,143.0)
(-18.7,141.9)
(-18.1,142.5)
(-17.5,143.0)
(-16.2,141.9)
(-15.6,142.5)
(-15.0,143.0)
(-21.2,139.6)
(-20.6,140.2)
(-20.0,140.7)
(-18.7,139.6)
(-18.1,140.2)
(-17.5,140.7)
(-16.2,139.6)
(-15.6,140.2)
(-15.0,140.7)
(-13.7,141.9)
(-13.1,142.5)
(-12.5,143.0)
(-11.2,141.9)
(-10.6,142.5)
(-10.0,143.0)
(-8.7,141.9)
(-8.1,142.5)
(-7.5,143.0)
(-13.7,139.6)
(-13.1,140.2)
(-12.5,140.7)
(-11.2,139.6)
(-10.6,140.2)
(-10.0,140.7)
(-8.7,139.6)
(-8.1,140.2)
(-7.5,140.7)
(-6.2,141.9)
(-5.6,142.5)
(-5.0,143.0)
(-3.7,141.9)
(-3.1,142.5)
(-2.5,143.0)
(-1.2,141.9)
(-0.6,142.5)
(0.0,143.0)
(-6.2,139.6)
(-5.6,140.2)
(-5.0,140.7)
(-3.7,139.6)
(-3.1,140.2)
(-2.5,140.7)
(-1.2,139.6)
(-0.6,140.2)
(0.0,140.7)
(1.3,141.9)
(1.9,142.5)
(2.5,143.0)
(3.8,141.9)
(4.4,142.5)
(5.0,143.0)
(6.3,141.9)
(6.9,142.5)
(7.5,143.0)
(1.3,139.6)
(1.9,140.2)
(2.5,140.7)
(3.8,139.6)
(4.4,140.2)
(5.0,140.7)
(6.3,139.6)
(6.9,140.2)
(7.5,140.7)
(8.8,141.9)
(9.4,142.5)
(10.0,143.0)
(11.3,141.9)
(11.9,142.5)
(12.5,143.0)
(13.8,141.9)
(14.4,142.5)
(15.0,143.0)
(8.8,139.6)
(9.4,140.2)
(10.0,140.7)
(11.3,139.6)
(11.9,140.2)
(12.5,140.7)
(13.8,139.6)
(14.4,140.2)
(15.0,140.7)
(16.3,141.9)
(16.9,142.5)
(17.5,143.0)
(18.8,141.9)
(19.4,142.5)
(20.0,143.0)
(21.3,141.9)
(21.9,142.5)
(22.5,143.0)
(16.3,139.6)
(16.9,140.2)
(17.5,140.7)
(18.8,139.6)
(19.4,140.2)
(20.0,140.7)
(21.3,139.6)
(21.9,140.2)
(22.5,140.7)
(23.8,141.9)
(24.4,142.5)
(25.0,143.0)
(26.3,141.9)
(26.9,142.5)
(27.5,143.0)
(28.8,141.9)
(29.4,142.5)
(30.0,143.0)
(23.8,139.6)
(24.4,140.2)
(25.0,140.7)
(26.3,139.6)
(26.9,140.2)
(27.5,140.7)
(28.8,139.6)
(29.4,140.2)
(30.0,140.7)
(31.3,141.9)
(31.9,142.5)
(32.5,143.0)
(33.8,141.9)
(34.4,142.5)
(35.0,143.0)
(36.3,141.9)
(36.9,142.5)
(37.5,143.0)
(31.3,139.6)
(31.9,140.2)
(32.5,140.7)
(33.8,139.6)
(34.4,140.2)
(35.0,140.7)
(36.3,139.6)
(36.9,140.2)
(37.5,140.7)
(38.8,141.9)
(39.4,142.5)
(40.0,143.0)
(41.3,141.9)
(41.9,142.5)
(42.5,143.0)
(43.8,141.9)
(44.4,142.5)
(45.0,143.0)
(38.8,139.6)
(39.4,140.2)
(40.0,140.7)
(41.3,139.6)
(41.9,140.2)
(42.5,140.7)
(43.8,139.6)
(44.4,140.2)
(45.0,140.7)
(46.3,141.9)
(46.9,142.5)
(47.5,143.0)
(48.8,141.9)
(49.4,142.5)
(50.0,143.0)
(46.3,139.6)
(46.9,140.2)
(47.5,140.7)
(48.8,139.6)
(49.4,140.2)
(50.0,140.7)
(51.3,139.6)
(51.9,140.2)
(52.5,140.7)
(53.8,139.6)
(54.4,140.2)
(55.0,140.7)
(56.3,139.6)
(56.9,140.2)
(57.5,140.7)
(-61.2,137.3)
(-60.6,137.9)
(-60.0,138.4)
(-66.2,135.0)
(-65.6,135.6)
(-65.0,136.1)
(-63.7,135.0)
(-63.1,135.6)
(-62.5,136.1)
(-61.2,135.0)
(-60.6,135.6)
(-60.0,136.1)
(-58.7,137.3)
(-58.1,137.9)
(-57.5,138.4)
(-56.2,137.3)
(-55.6,137.9)
(-55.0,138.4)
(-53.7,137.3)
(-53.1,137.9)
(-52.5,138.4)
(-58.7,135.0)
(-58.1,135.6)
(-57.5,136.1)
(-56.2,135.0)
(-55.6,135.6)
(-55.0,136.1)
(-53.7,135.0)
(-53.1,135.6)
(-52.5,136.1)
(-51.2,137.3)
(-50.6,137.9)
(-50.0,138.4)
(-48.7,137.3)
(-48.1,137.9)
(-47.5,138.4)
(-46.2,137.3)
(-45.6,137.9)
(-45.0,138.4)
(-51.2,135.0)
(-50.6,135.6)
(-50.0,136.1)
(-48.7,135.0)
(-48.1,135.6)
(-47.5,136.1)
(-46.2,135.0)
(-45.6,135.6)
(-45.0,136.1)
(-43.7,137.3)
(-43.1,137.9)
(-42.5,138.4)
(-41.2,137.3)
(-40.6,137.9)
(-40.0,138.4)
(-38.7,137.3)
(-38.1,137.9)
(-37.5,138.4)
(-43.7,135.0)
(-43.1,135.6)
(-42.5,136.1)
(-41.2,135.0)
(-40.6,135.6)
(-40.0,136.1)
(-38.7,135.0)
(-38.1,135.6)
(-37.5,136.1)
(-36.2,137.3)
(-35.6,137.9)
(-35.0,138.4)
(-33.7,137.3)
(-33.1,137.9)
(-32.5,138.4)
(-31.2,137.3)
(-30.6,137.9)
(-30.0,138.4)
(-36.2,135.0)
(-35.6,135.6)
(-35.0,136.1)
(-33.7,135.0)
(-33.1,135.6)
(-32.5,136.1)
(-31.2,135.0)
(-30.6,135.6)
(-30.0,136.1)
(-28.7,137.3)
(-28.1,137.9)
(-27.5,138.4)
(-26.2,137.3)
(-25.6,137.9)
(-25.0,138.4)
(-23.7,137.3)
(-23.1,137.9)
(-22.5,138.4)
(-28.7,135.0)
(-28.1,135.6)
(-27.5,136.1)
(-26.2,135.0)
(-25.6,135.6)
(-25.0,136.1)
(-23.7,135.0)
(-23.1,135.6)
(-22.5,136.1)
(-21.2,137.3)
(-20.6,137.9)
(-20.0,138.4)
(-18.7,137.3)
(-18.1,137.9)
(-17.5,138.4)
(-16.2,137.3)
(-15.6,137.9)
(-15.0,138.4)
(-21.2,135.0)
(-20.6,135.6)
(-20.0,136.1)
(-18.7,135.0)
(-18.1,135.6)
(-17.5,136.1)
(-16.2,135.0)
(-15.6,135.6)
(-15.0,136.1)
(-13.7,137.3)
(-13.1,137.9)
(-12.5,138.4)
(-11.2,137.3)
(-10.6,137.9)
(-10.0,138.4)
(-8.7,137.3)
(-8.1,137.9)
(-7.5,138.4)
(-13.7,135.0)
(-13.1,135.6)
(-12.5,136.1)
(-11.2,135.0)
(-10.6,135.6)
(-10.0,136.1)
(-8.7,135.0)
(-8.1,135.6)
(-7.5,136.1)
(-6.2,137.3)
(-5.6,137.9)
(-5.0,138.4)
(-3.7,137.3)
(-3.1,137.9)
(-2.5,138.4)
(-1.2,137.3)
(-0.6,137.9)
(0.0,138.4)
(-6.2,135.0)
(-5.6,135.6)
(-5.0,136.1)
(-3.7,135.0)
(-3.1,135.6)
(-2.5,136.1)
(-1.2,135.0)
(-0.6,135.6)
(0.0,136.1)
(1.3,137.3)
(1.9,137.9)
(2.5,138.4)
(3.8,137.3)
(4.4,137.9)
(5.0,138.4)
(6.3,137.3)
(6.9,137.9)
(7.5,138.4)
(1.3,135.0)
(1.9,135.6)
(2.5,136.1)
(3.8,135.0)
(4.4,135.6)
(5.0,136.1)
(6.3,135.0)
(6.9,135.6)
(7.5,136.1)
(8.8,137.3)
(9.4,137.9)
(10.0,138.4)
(11.3,137.3)
(11.9,137.9)
(12.5,138.4)
(13.8,137.3)
(14.4,137.9)
(15.0,138.4)
(8.8,135.0)
(9.4,135.6)
(10.0,136.1)
(11.3,135.0)
(11.9,135.6)
(12.5,136.1)
(13.8,135.0)
(14.4,135.6)
(15.0,136.1)
(16.3,137.3)
(16.9,137.9)
(17.5,138.4)
(18.8,137.3)
(19.4,137.9)
(20.0,138.4)
(21.3,137.3)
(21.9,137.9)
(22.5,138.4)
(16.3,135.0)
(16.9,135.6)
(17.5,136.1)
(18.8,135.0)
(19.4,135.6)
(20.0,136.1)
(21.3,135.0)
(21.9,135.6)
(22.5,136.1)
(23.8,137.3)
(24.4,137.9)
(25.0,138.4)
(26.3,137.3)
(26.9,137.9)
(27.5,138.4)
(28.8,137.3)
(29.4,137.9)
(30.0,138.4)
(23.8,135.0)
(24.4,135.6)
(25.0,136.1)
(26.3,135.0)
(26.9,135.6)
(27.5,136.1)
(28.8,135.0)
(29.4,135.6)
(30.0,136.1)
(31.3,137.3)
(31.9,137.9)
(32.5,138.4)
(33.8,137.3)
(34.4,137.9)
(35.0,138.4)
(36.3,137.3)
(36.9,137.9)
(37.5,138.4)
(31.3,135.0)
(31.9,135.6)
(32.5,136.1)
(33.8,135.0)
(34.4,135.6)
(35.0,136.1)
(36.3,135.0)
(36.9,135.6)
(37.5,136.1)
(38.8,137.3)
(39.4,137.9)
(40.0,138.4)
(41.3,137.3)
(41.9,137.9)
(42.5,138.4)
(43.8,137.3)
(44.4,137.9)
(45.0,138.4)
(38.8,135.0)
(39.4,135.6)
(40.0,136.1)
(41.3,135.0)
(41.9,135.6)
(42.5,136.1)
(43.8,135.0)
(44.4,135.6)
(45.0,136.1)
(46.3,137.3)
(46.9,137.9)
(47.5,138.4)
(48.8,137.3)
(49.4,137.9)
(50.0,138.4)
(51.3,137.3)
(51.9,137.9)
(52.5,138.4)
(46.3,135.0)
(46.9,135.6)
(47.5,136.1)
(48.8,135.0)
(49.4,135.6)
(50.0,136.1)
(51.3,135.0)
(51.9,135.6)
(52.5,136.1)
(53.8,137.3)
(54.4,137.9)
(55.0,138.4)
(56.3,137.3)
(56.9,137.9)
(57.5,138.4)
(58.8,137.3)
(59.4,137.9)
(60.0,138.4)
(53.8,135.0)
(54.4,135.6)
(55.0,136.1)
(56.3,135.0)
(56.9,135.6)
(57.5,136.1)
(58.8,135.0)
(59.4,135.6)
(60.0,136.1)
(61.3,137.3)
(61.9,137.9)
(62.5,138.4)
(61.3,135.0)
(61.9,135.6)
(62.5,136.1)
(63.8,135.0)
(64.4,135.6)
(65.0,136.1)
(66.3,135.0)
(66.9,135.6)
(67.5,136.1)
(-76.2,130.4)
(-75.6,131.0)
(-75.0,131.5)
(-71.2,132.7)
(-70.6,133.3)
(-70.0,133.8)
(-68.7,132.7)
(-68.1,133.3)
(-67.5,133.8)
(-73.7,130.4)
(-73.1,131.0)
(-72.5,131.5)
(-71.2,130.4)
(-70.6,131.0)
(-70.0,131.5)
(-68.7,130.4)
(-68.1,131.0)
(-67.5,131.5)
(-66.2,132.7)
(-65.6,133.3)
(-65.0,133.8)
(-63.7,132.7)
(-63.1,133.3)
(-62.5,133.8)
(-61.2,132.7)
(-60.6,133.3)
(-60.0,133.8)
(-66.2,130.4)
(-65.6,131.0)
(-65.0,131.5)
(-63.7,130.4)
(-63.1,131.0)
(-62.5,131.5)
(-61.2,130.4)
(-60.6,131.0)
(-60.0,131.5)
(-58.7,132.7)
(-58.1,133.3)
(-57.5,133.8)
(-56.2,132.7)
(-55.6,133.3)
(-55.0,133.8)
(-53.7,132.7)
(-53.1,133.3)
(-52.5,133.8)
(-58.7,130.4)
(-58.1,131.0)
(-57.5,131.5)
(-56.2,130.4)
(-55.6,131.0)
(-55.0,131.5)
(-53.7,130.4)
(-53.1,131.0)
(-52.5,131.5)
(-51.2,132.7)
(-50.6,133.3)
(-50.0,133.8)
(-48.7,132.7)
(-48.1,133.3)
(-47.5,133.8)
(-46.2,132.7)
(-45.6,133.3)
(-45.0,133.8)
(-51.2,130.4)
(-50.6,131.0)
(-50.0,131.5)
(-48.7,130.4)
(-48.1,131.0)
(-47.5,131.5)
(-46.2,130.4)
(-45.6,131.0)
(-45.0,131.5)
(-43.7,132.7)
(-43.1,133.3)
(-42.5,133.8)
(-41.2,132.7)
(-40.6,133.3)
(-40.0,133.8)
(-38.7,132.7)
(-38.1,133.3)
(-37.5,133.8)
(-43.7,130.4)
(-43.1,131.0)
(-42.5,131.5)
(-41.2,130.4)
(-40.6,131.0)
(-40.0,131.5)
(-38.7,130.4)
(-38.1,131.0)
(-37.5,131.5)
(-36.2,132.7)
(-35.6,133.3)
(-35.0,133.8)
(-33.7,132.7)
(-33.1,133.3)
(-32.5,133.8)
(-31.2,132.7)
(-30.6,133.3)
(-30.0,133.8)
(-36.2,130.4)
(-35.6,131.0)
(-35.0,131.5)
(-33.7,130.4)
(-33.1,131.0)
(-32.5,131.5)
(-31.2,130.4)
(-30.6,131.0)
(-30.0,131.5)
(-28.7,132.7)
(-28.1,133.3)
(-27.5,133.8)
(-26.2,132.7)
(-25.6,133.3)
(-25.0,133.8)
(-23.7,132.7)
(-23.1,133.3)
(-22.5,133.8)
(-28.7,130.4)
(-28.1,131.0)
(-27.5,131.5)
(-26.2,130.4)
(-25.6,131.0)
(-25.0,131.5)
(-23.7,130.4)
(-23.1,131.0)
(-22.5,131.5)
(-21.2,132.7)
(-20.6,133.3)
(-20.0,133.8)
(-18.7,132.7)
(-18.1,133.3)
(-17.5,133.8)
(-16.2,132.7)
(-15.6,133.3)
(-15.0,133.8)
(-21.2,130.4)
(-20.6,131.0)
(-20.0,131.5)
(-18.7,130.4)
(-18.1,131.0)
(-17.5,131.5)
(-16.2,130.4)
(-15.6,131.0)
(-15.0,131.5)
(-13.7,132.7)
(-13.1,133.3)
(-12.5,133.8)
(-11.2,132.7)
(-10.6,133.3)
(-10.0,133.8)
(-8.7,132.7)
(-8.1,133.3)
(-7.5,133.8)
(-13.7,130.4)
(-13.1,131.0)
(-12.5,131.5)
(-11.2,130.4)
(-10.6,131.0)
(-10.0,131.5)
(-8.7,130.4)
(-8.1,131.0)
(-7.5,131.5)
(-6.2,132.7)
(-5.6,133.3)
(-5.0,133.8)
(-3.7,132.7)
(-3.1,133.3)
(-2.5,133.8)
(-1.2,132.7)
(-0.6,133.3)
(0.0,133.8)
(-6.2,130.4)
(-5.6,131.0)
(-5.0,131.5)
(-3.7,130.4)
(-3.1,131.0)
(-2.5,131.5)
(-1.2,130.4)
(-0.6,131.0)
(0.0,131.5)
(1.3,132.7)
(1.9,133.3)
(2.5,133.8)
(3.8,132.7)
(4.4,133.3)
(5.0,133.8)
(6.3,132.7)
(6.9,133.3)
(7.5,133.8)
(1.3,130.4)
(1.9,131.0)
(2.5,131.5)
(3.8,130.4)
(4.4,131.0)
(5.0,131.5)
(6.3,130.4)
(6.9,131.0)
(7.5,131.5)
(8.8,132.7)
(9.4,133.3)
(10.0,133.8)
(11.3,132.7)
(11.9,133.3)
(12.5,133.8)
(13.8,132.7)
(14.4,133.3)
(15.0,133.8)
(8.8,130.4)
(9.4,131.0)
(10.0,131.5)
(11.3,130.4)
(11.9,131.0)
(12.5,131.5)
(13.8,130.4)
(14.4,131.0)
(15.0,131.5)
(16.3,132.7)
(16.9,133.3)
(17.5,133.8)
(18.8,132.7)
(19.4,133.3)
(20.0,133.8)
(21.3,132.7)
(21.9,133.3)
(22.5,133.8)
(16.3,130.4)
(16.9,131.0)
(17.5,131.5)
(18.8,130.4)
(19.4,131.0)
(20.0,131.5)
(21.3,130.4)
(21.9,131.0)
(22.5,131.5)
(23.8,132.7)
(24.4,133.3)
(25.0,133.8)
(26.3,132.7)
(26.9,133.3)
(27.5,133.8)
(28.8,132.7)
(29.4,133.3)
(30.0,133.8)
(23.8,130.4)
(24.4,131.0)
(25.0,131.5)
(26.3,130.4)
(26.9,131.0)
(27.5,131.5)
(28.8,130.4)
(29.4,131.0)
(30.0,131.5)
(31.3,132.7)
(31.9,133.3)
(32.5,133.8)
(33.8,132.7)
(34.4,133.3)
(35.0,133.8)
(36.3,132.7)
(36.9,133.3)
(37.5,133.8)
(31.3,130.4)
(31.9,131.0)
(32.5,131.5)
(33.8,130.4)
(34.4,131.0)
(35.0,131.5)
(36.3,130.4)
(36.9,131.0)
(37.5,131.5)
(38.8,132.7)
(39.4,133.3)
(40.0,133.8)
(41.3,132.7)
(41.9,133.3)
(42.5,133.8)
(43.8,132.7)
(44.4,133.3)
(45.0,133.8)
(38.8,130.4)
(39.4,131.0)
(40.0,131.5)
(41.3,130.4)
(41.9,131.0)
(42.5,131.5)
(43.8,130.4)
(44.4,131.0)
(45.0,131.5)
(46.3,132.7)
(46.9,133.3)
(47.5,133.8)
(48.8,132.7)
(49.4,133.3)
(50.0,133.8)
(51.3,132.7)
(51.9,133.3)
(52.5,133.8)
(46.3,130.4)
(46.9,131.0)
(47.5,131.5)
(48.8,130.4)
(49.4,131.0)
(50.0,131.5)
(51.3,130.4)
(51.9,131.0)
(52.5,131.5)
(53.8,132.7)
(54.4,133.3)
(55.0,133.8)
(56.3,132.7)
(56.9,133.3)
(57.5,133.8)
(58.8,132.7)
(59.4,133.3)
(60.0,133.8)
(53.8,130.4)
(54.4,131.0)
(55.0,131.5)
(56.3,130.4)
(56.9,131.0)
(57.5,131.5)
(58.8,130.4)
(59.4,131.0)
(60.0,131.5)
(61.3,132.7)
(61.9,133.3)
(62.5,133.8)
(63.8,132.7)
(64.4,133.3)
(65.0,133.8)
(66.3,132.7)
(66.9,133.3)
(67.5,133.8)
(61.3,130.4)
(61.9,131.0)
(62.5,131.5)
(63.8,130.4)
(64.4,131.0)
(65.0,131.5)
(66.3,130.4)
(66.9,131.0)
(67.5,131.5)
(68.8,132.7)
(69.4,133.3)
(70.0,133.8)
(71.3,132.7)
(71.9,133.3)
(72.5,133.8)
(68.8,130.4)
(69.4,131.0)
(70.0,131.5)
(71.3,130.4)
(71.9,131.0)
(72.5,131.5)
(73.8,130.4)
(74.4,131.0)
(75.0,131.5)
(-83.7,125.8)
(-83.1,126.4)
(-82.5,126.9)
(-78.7,128.1)
(-78.1,128.7)
(-77.5,129.2)
(-76.2,128.1)
(-75.6,128.7)
(-75.0,129.2)
(-81.2,125.8)
(-80.6,126.4)
(-80.0,126.9)
(-78.7,125.8)
(-78.1,126.4)
(-77.5,126.9)
(-76.2,125.8)
(-75.6,126.4)
(-75.0,126.9)
(-73.7,128.1)
(-73.1,128.7)
(-72.5,129.2)
(-71.2,128.1)
(-70.6,128.7)
(-70.0,129.2)
(-68.7,128.1)
(-68.1,128.7)
(-67.5,129.2)
(-73.7,125.8)
(-73.1,126.4)
(-72.5,126.9)
(-71.2,125.8)
(-70.6,126.4)
(-70.0,126.9)
(-68.7,125.8)
(-68.1,126.4)
(-67.5,126.9)
(-66.2,128.1)
(-65.6,128.7)
(-65.0,129.2)
(-63.7,128.1)
(-63.1,128.7)
(-62.5,129.2)
(-61.2,128.1)
(-60.6,128.7)
(-60.0,129.2)
(-66.2,125.8)
(-65.6,126.4)
(-65.0,126.9)
(-63.7,125.8)
(-63.1,126.4)
(-62.5,126.9)
(-61.2,125.8)
(-60.6,126.4)
(-60.0,126.9)
(-58.7,128.1)
(-58.1,128.7)
(-57.5,129.2)
(-56.2,128.1)
(-55.6,128.7)
(-55.0,129.2)
(-53.7,128.1)
(-53.1,128.7)
(-52.5,129.2)
(-58.7,125.8)
(-58.1,126.4)
(-57.5,126.9)
(-56.2,125.8)
(-55.6,126.4)
(-55.0,126.9)
(-53.7,125.8)
(-53.1,126.4)
(-52.5,126.9)
(-51.2,128.1)
(-50.6,128.7)
(-50.0,129.2)
(-48.7,128.1)
(-48.1,128.7)
(-47.5,129.2)
(-46.2,128.1)
(-45.6,128.7)
(-45.0,129.2)
(-51.2,125.8)
(-50.6,126.4)
(-50.0,126.9)
(-48.7,125.8)
(-48.1,126.4)
(-47.5,126.9)
(-46.2,125.8)
(-45.6,126.4)
(-45.0,126.9)
(-43.7,128.1)
(-43.1,128.7)
(-42.5,129.2)
(-41.2,128.1)
(-40.6,128.7)
(-40.0,129.2)
(-38.7,128.1)
(-38.1,128.7)
(-37.5,129.2)
(-43.7,125.8)
(-43.1,126.4)
(-42.5,126.9)
(-41.2,125.8)
(-40.6,126.4)
(-40.0,126.9)
(-38.7,125.8)
(-38.1,126.4)
(-37.5,126.9)
(-36.2,128.1)
(-35.6,128.7)
(-35.0,129.2)
(-33.7,128.1)
(-33.1,128.7)
(-32.5,129.2)
(-31.2,128.1)
(-30.6,128.7)
(-30.0,129.2)
(-36.2,125.8)
(-35.6,126.4)
(-35.0,126.9)
(-33.7,125.8)
(-33.1,126.4)
(-32.5,126.9)
(-31.2,125.8)
(-30.6,126.4)
(-30.0,126.9)
(-28.7,128.1)
(-28.1,128.7)
(-27.5,129.2)
(-26.2,128.1)
(-25.6,128.7)
